Year,Quarter,Month,Day,Average of FILEDISP_DAYS,Median of FILEDISP_DAYS
2022,Qtr 2,June,21,467.10,336
2022,Qtr 2,June,22,358.24,236
2022,Qtr 2,June,23,491.47,451
2022,Qtr 2,June,24,426.88,379
2022,Qtr 2,June,27,388.47,331
2022,Qtr 2,June,28,457.56,498
2022,Qtr 2,June,29,278.33,264
2022,Qtr 2,June,30,783.00,275
2022,Qtr 3,July,1,2228.27,766
2022,Qtr 3,July,5,414.73,356
2022,Qtr 3,July,6,268.00,227
2022,Qtr 3,July,7,290.40,163
2022,Qtr 3,July,8,690.58,613
2022,Qtr 3,July,11,372.97,339
2022,Qtr 3,July,12,378.60,301
2022,Qtr 3,July,13,397.96,204
2022,Qtr 3,July,14,343.30,405
2022,Qtr 3,July,15,392.33,387
2022,Qtr 3,July,18,478.69,385
2022,Qtr 3,July,19,242.74,189
2022,Qtr 3,July,20,431.00,334
2022,Qtr 3,July,21,541.50,490
2022,Qtr 3,July,22,338.92,155
2022,Qtr 3,July,25,403.71,307
2022,Qtr 3,July,26,2884.80,1337
2022,Qtr 3,July,27,318.00,216
2022,Qtr 3,July,28,586.63,480
2022,Qtr 3,July,29,548.89,421
2022,Qtr 3,August,1,409.70,403
2022,Qtr 3,August,2,222.50,189
2022,Qtr 3,August,3,541.00,262
2022,Qtr 3,August,4,409.59,339
2022,Qtr 3,August,5,420.56,375
2022,Qtr 3,August,8,338.54,304
2022,Qtr 3,August,9,313.65,221
2022,Qtr 3,August,10,269.05,224
2022,Qtr 3,August,11,610.63,616
2022,Qtr 3,August,12,400.19,224
2022,Qtr 3,August,15,385.33,236
2022,Qtr 3,August,16,383.75,190
2022,Qtr 3,August,17,393.06,277
2022,Qtr 3,August,18,367.83,358
2022,Qtr 3,August,19,558.57,497
2022,Qtr 3,August,22,857.42,356
2022,Qtr 3,August,23,264.84,162
2022,Qtr 3,August,24,369.33,257
2022,Qtr 3,August,25,310.00,262
2022,Qtr 3,August,26,386.64,294
2022,Qtr 3,August,29,403.82,335
2022,Qtr 3,August,30,508.46,406
2022,Qtr 3,August,31,717.06,310
2022,Qtr 3,September,1,328.38,287
2022,Qtr 3,September,2,474.33,346
2022,Qtr 3,September,6,236.65,126
2022,Qtr 3,September,7,425.24,386
2022,Qtr 3,September,8,371.00,315
2022,Qtr 3,September,9,461.00,435
2022,Qtr 3,September,12,314.24,227
2022,Qtr 3,September,13,489.24,196
2022,Qtr 3,September,14,327.80,182
2022,Qtr 3,September,15,472.24,301
2022,Qtr 3,September,16,483.82,435
2022,Qtr 3,September,18,11.00,11
2022,Qtr 3,September,19,504.25,408
2022,Qtr 3,September,20,307.37,197
2022,Qtr 3,September,21,355.96,328
2022,Qtr 3,September,22,291.65,174
2022,Qtr 3,September,26,283.42,167
2022,Qtr 3,September,27,524.44,368
2022,Qtr 3,September,28,355.16,240
2022,Qtr 3,September,29,286.10,170
2022,Qtr 3,September,30,436.64,227
2022,Qtr 4,October,3,282.14,207
2022,Qtr 4,October,4,318.10,241
2022,Qtr 4,October,5,285.83,197
2022,Qtr 4,October,6,437.19,377
2022,Qtr 4,October,7,567.50,563
2022,Qtr 4,October,10,63.00,63
2022,Qtr 4,October,11,417.94,367
2022,Qtr 4,October,12,310.32,238
2022,Qtr 4,October,13,303.39,252
2022,Qtr 4,October,14,481.89,507
2022,Qtr 4,October,17,372.32,344
2022,Qtr 4,October,18,404.62,442
2022,Qtr 4,October,19,297.69,175
2022,Qtr 4,October,20,451.77,231
2022,Qtr 4,October,21,562.64,539
2022,Qtr 4,October,24,319.00,214
2022,Qtr 4,October,25,319.37,188
2022,Qtr 4,October,26,277.00,170
2022,Qtr 4,October,27,373.72,260
2022,Qtr 4,October,28,380.15,343
2022,Qtr 4,October,31,346.04,199
2022,Qtr 4,November,1,421.39,389
2022,Qtr 4,November,2,459.15,255
2022,Qtr 4,November,3,474.06,473
2022,Qtr 4,November,4,474.24,252
2022,Qtr 4,November,6,389.00,389
2022,Qtr 4,November,7,424.50,367
2022,Qtr 4,November,8,366.13,264
2022,Qtr 4,November,9,347.58,268
2022,Qtr 4,November,10,454.42,383
2022,Qtr 4,November,14,275.87,174
2022,Qtr 4,November,15,219.63,182
2022,Qtr 4,November,16,828.33,517
2022,Qtr 4,November,17,390.80,371
2022,Qtr 4,November,18,328.86,277
2022,Qtr 4,November,21,339.29,292
2022,Qtr 4,November,22,308.25,150
2022,Qtr 4,November,23,316.00,316
2022,Qtr 4,November,28,670.43,349
2022,Qtr 4,November,29,437.83,244
2022,Qtr 4,November,30,385.91,365
2022,Qtr 4,December,1,411.33,252
2022,Qtr 4,December,2,301.46,347
2022,Qtr 4,December,5,559.90,201
2022,Qtr 4,December,6,248.93,201
2022,Qtr 4,December,7,416.38,351
2022,Qtr 4,December,8,332.44,170
2022,Qtr 4,December,9,679.94,325
2022,Qtr 4,December,12,344.82,255
2022,Qtr 4,December,13,290.62,284
2022,Qtr 4,December,14,1743.93,960
2022,Qtr 4,December,15,428.89,366
2022,Qtr 4,December,16,485.57,397
2022,Qtr 4,December,19,327.47,259
2022,Qtr 4,December,20,246.88,236
2022,Qtr 4,December,21,404.30,148
2022,Qtr 4,December,22,443.69,371
2022,Qtr 4,December,23,460.67,529
2022,Qtr 4,December,27,110.00,110
2022,Qtr 4,December,28,251.30,192
2022,Qtr 4,December,29,340.38,181
2022,Qtr 4,December,30,346.00,298
2023,Qtr 1,January,3,313.00,237
2023,Qtr 1,January,4,332.94,293
2023,Qtr 1,January,5,369.38,165
2023,Qtr 1,January,6,442.57,415
2023,Qtr 1,January,9,297.00,251
2023,Qtr 1,January,10,413.00,221
2023,Qtr 1,January,11,360.00,225
2023,Qtr 1,January,12,455.54,419
2023,Qtr 1,January,13,535.36,437
2023,Qtr 1,January,17,223.50,163
2023,Qtr 1,January,18,235.59,184
2023,Qtr 1,January,19,447.23,317
2023,Qtr 1,January,20,400.08,469
2023,Qtr 1,January,23,327.68,247
2023,Qtr 1,January,24,372.48,288
2023,Qtr 1,January,25,336.44,246
2023,Qtr 1,January,26,339.25,214
2023,Qtr 1,January,27,432.43,343
2023,Qtr 1,January,30,367.25,288
2023,Qtr 1,January,31,242.20,206
2023,Qtr 1,February,1,414.26,483
2023,Qtr 1,February,2,594.94,579
2023,Qtr 1,February,3,276.50,275
2023,Qtr 1,February,6,314.11,242
2023,Qtr 1,February,7,302.77,244
2023,Qtr 1,February,8,410.62,369
2023,Qtr 1,February,9,363.60,215
2023,Qtr 1,February,10,1781.38,623
2023,Qtr 1,February,14,303.53,188
2023,Qtr 1,February,15,258.60,175
2023,Qtr 1,February,16,545.00,617
2023,Qtr 1,February,17,556.44,437
2023,Qtr 1,February,21,360.30,360
2023,Qtr 1,February,22,440.22,345
2023,Qtr 1,February,23,454.68,402
2023,Qtr 1,February,24,478.32,310
2023,Qtr 1,February,27,329.92,211
2023,Qtr 1,February,28,386.04,307
2023,Qtr 1,March,1,437.30,282
2023,Qtr 1,March,2,589.17,288
2023,Qtr 1,March,3,300.07,248
2023,Qtr 1,March,6,520.71,230
2023,Qtr 1,March,7,352.39,289
2023,Qtr 1,March,8,527.62,352
2023,Qtr 1,March,9,326.08,303
2023,Qtr 1,March,10,402.53,353
2023,Qtr 1,March,13,502.06,441
2023,Qtr 1,March,14,302.20,376
2023,Qtr 1,March,15,313.21,303
2023,Qtr 1,March,16,751.60,402
2023,Qtr 1,March,17,458.30,355
2023,Qtr 1,March,20,341.59,215
2023,Qtr 1,March,21,195.75,120
2023,Qtr 1,March,22,238.47,237
2023,Qtr 1,March,23,268.28,162
2023,Qtr 1,March,24,375.86,342
2023,Qtr 1,March,27,301.44,271
2023,Qtr 1,March,28,347.57,218
2023,Qtr 1,March,29,380.36,350
2023,Qtr 1,March,30,448.78,363
2023,Qtr 2,April,3,335.60,248
2023,Qtr 2,April,4,405.07,222
2023,Qtr 2,April,5,307.21,126
2023,Qtr 2,April,6,660.58,476
2023,Qtr 2,April,7,473.13,517
2023,Qtr 2,April,10,439.17,295
2023,Qtr 2,April,11,296.50,210
2023,Qtr 2,April,12,478.86,348
2023,Qtr 2,April,13,887.64,451
2023,Qtr 2,April,14,485.68,316
2023,Qtr 2,April,17,316.75,206
2023,Qtr 2,April,18,309.07,273
2023,Qtr 2,April,19,280.33,224
2023,Qtr 2,April,20,527.32,405
2023,Qtr 2,April,21,299.19,270
2023,Qtr 2,April,22,854.50,855
2023,Qtr 2,April,24,414.67,288
2023,Qtr 2,April,25,416.27,299
2023,Qtr 2,April,26,492.77,618
2023,Qtr 2,April,27,385.40,326
2023,Qtr 2,April,28,526.43,410
2023,Qtr 2,May,1,251.07,234
2023,Qtr 2,May,2,292.53,168
2023,Qtr 2,May,3,408.65,402
2023,Qtr 2,May,4,555.22,554
2023,Qtr 2,May,5,612.77,400
2023,Qtr 2,May,7,577.00,577
2023,Qtr 2,May,8,385.85,328
2023,Qtr 2,May,9,608.73,782
2023,Qtr 2,May,10,937.78,174
2023,Qtr 2,May,11,465.50,456
2023,Qtr 2,May,12,317.57,265
2023,Qtr 2,May,15,329.82,256
2023,Qtr 2,May,16,306.75,314
2023,Qtr 2,May,17,462.94,332
2023,Qtr 2,May,18,408.00,253
2023,Qtr 2,May,19,466.14,372
2023,Qtr 2,May,22,406.00,210
2023,Qtr 2,May,23,547.50,715
2023,Qtr 2,May,24,701.64,442
2023,Qtr 2,May,25,341.63,401
2023,Qtr 2,May,26,477.67,466
2023,Qtr 2,May,30,152.13,77
2023,Qtr 2,May,31,421.22,407
2023,Qtr 2,June,1,463.08,461
2023,Qtr 2,June,2,377.69,360
2023,Qtr 2,June,5,514.73,341
2023,Qtr 2,June,6,434.90,297
2023,Qtr 2,June,7,254.21,195
2023,Qtr 2,June,8,383.17,215
2023,Qtr 2,June,9,370.50,391
2023,Qtr 2,June,12,425.21,384
2023,Qtr 2,June,13,199.11,186
2023,Qtr 2,June,14,471.22,398
2023,Qtr 2,June,15,351.65,374
2023,Qtr 2,June,16,303.43,163
2023,Qtr 2,June,20,397.88,121
2023,Qtr 2,June,21,200.27,145
2023,Qtr 2,June,22,441.09,339
2023,Qtr 2,June,23,348.50,242
2023,Qtr 2,June,26,376.09,180
2023,Qtr 2,June,27,385.77,274
2023,Qtr 2,June,28,262.92,203
2023,Qtr 2,June,29,320.00,231
2023,Qtr 2,June,30,552.71,344
2023,Qtr 3,July,3,246.67,91
2023,Qtr 3,July,5,421.00,313
2023,Qtr 3,July,6,379.14,297
2023,Qtr 3,July,7,526.50,354
2023,Qtr 3,July,10,326.14,271
2023,Qtr 3,July,11,308.50,310
2023,Qtr 3,July,12,701.25,303
2023,Qtr 3,July,13,695.00,575
2023,Qtr 3,July,14,484.38,428
2023,Qtr 3,July,17,368.64,331
2023,Qtr 3,July,18,283.50,297
2023,Qtr 3,July,19,348.19,338
2023,Qtr 3,July,20,486.07,392
2023,Qtr 3,July,21,563.33,517
2023,Qtr 3,July,23,277.00,277
2023,Qtr 3,July,24,256.42,142
2023,Qtr 3,July,25,324.82,166
2023,Qtr 3,July,26,423.56,313
2023,Qtr 3,July,27,253.57,144
2023,Qtr 3,July,28,293.54,211
2023,Qtr 3,July,31,420.82,290
2023,Qtr 3,August,1,145.78,127
2023,Qtr 3,August,2,423.75,127
2023,Qtr 3,August,3,745.75,619
2023,Qtr 3,August,4,498.50,491
2023,Qtr 3,August,7,490.72,216
2023,Qtr 3,August,8,499.22,285
2023,Qtr 3,August,9,188.89,169
2023,Qtr 3,August,10,449.50,187
2023,Qtr 3,August,11,346.89,219
2023,Qtr 3,August,14,334.15,258
2023,Qtr 3,August,15,329.60,314
2023,Qtr 3,August,16,517.19,402
2023,Qtr 3,August,17,515.39,529
2023,Qtr 3,August,18,231.15,163
2023,Qtr 3,August,21,382.70,207
2023,Qtr 3,August,22,535.17,584
2023,Qtr 3,August,23,405.38,338
2023,Qtr 3,August,24,498.82,455
2023,Qtr 3,August,25,558.23,494
2023,Qtr 3,August,28,218.18,192
2023,Qtr 3,August,29,263.33,195
2023,Qtr 3,August,30,209.07,195
2023,Qtr 3,August,31,427.50,441
2023,Qtr 3,September,1,218.50,206
2023,Qtr 3,September,5,232.00,148
2023,Qtr 3,September,6,182.40,112
2023,Qtr 3,September,7,244.94,186
2023,Qtr 3,September,8,266.78,268
2023,Qtr 3,September,11,270.35,235
2023,Qtr 3,September,12,324.93,264
2023,Qtr 3,September,13,405.93,163
2023,Qtr 3,September,14,226.31,195
2023,Qtr 3,September,15,372.78,374
2023,Qtr 3,September,18,351.94,258
2023,Qtr 3,September,19,327.63,320
2023,Qtr 3,September,20,350.58,280
2023,Qtr 3,September,21,411.83,211
2023,Qtr 3,September,25,263.53,206
2023,Qtr 3,September,26,335.92,306
2023,Qtr 3,September,27,350.69,351
2023,Qtr 3,September,28,189.63,157
2023,Qtr 3,September,29,487.00,391
2023,Qtr 4,October,2,393.92,299
2023,Qtr 4,October,3,150.10,136
2023,Qtr 4,October,4,330.00,163
2023,Qtr 4,October,5,256.41,219
2023,Qtr 4,October,6,543.30,402
2023,Qtr 4,October,8,486.00,486
2023,Qtr 4,October,10,135.17,77
2023,Qtr 4,October,11,346.13,337
2023,Qtr 4,October,12,242.46,121
2023,Qtr 4,October,13,440.23,423
2023,Qtr 4,October,16,240.47,228
2023,Qtr 4,October,17,510.75,426
2023,Qtr 4,October,18,774.40,729
2023,Qtr 4,October,19,361.73,227
2023,Qtr 4,October,20,775.73,695
2023,Qtr 4,October,23,262.71,196
2023,Qtr 4,October,24,346.27,202
2023,Qtr 4,October,25,197.82,161
2023,Qtr 4,October,26,375.50,144
2023,Qtr 4,October,27,613.43,285
2023,Qtr 4,October,30,368.00,117
2023,Qtr 4,October,31,357.75,189
2023,Qtr 4,November,1,318.25,251
2023,Qtr 4,November,2,434.36,303
2023,Qtr 4,November,3,362.47,355
2023,Qtr 4,November,6,329.80,217
2023,Qtr 4,November,7,333.82,98
2023,Qtr 4,November,8,259.77,216
2023,Qtr 4,November,9,452.92,386
2023,Qtr 4,November,12,249.00,249
2023,Qtr 4,November,13,223.00,95
2023,Qtr 4,November,14,177.57,94
2023,Qtr 4,November,15,291.57,181
2023,Qtr 4,November,16,349.60,306
2023,Qtr 4,November,17,282.92,199
2023,Qtr 4,November,20,347.78,167
2023,Qtr 4,November,21,179.00,81
2023,Qtr 4,November,22,217.50,97
2023,Qtr 4,November,27,338.32,222
2023,Qtr 4,November,28,916.77,243
2023,Qtr 4,November,29,300.38,183
2023,Qtr 4,November,30,346.75,311
2023,Qtr 4,December,1,367.14,359
2023,Qtr 4,December,4,378.32,175
2023,Qtr 4,December,5,419.75,143
2023,Qtr 4,December,6,596.44,270
2023,Qtr 4,December,7,493.75,401
2023,Qtr 4,December,8,523.84,498
2023,Qtr 4,December,11,301.00,237
2023,Qtr 4,December,12,176.93,120
2023,Qtr 4,December,13,265.33,181
2023,Qtr 4,December,14,415.25,360
2023,Qtr 4,December,15,175.67,140
2023,Qtr 4,December,18,158.11,62
2023,Qtr 4,December,19,1699.75,128
2023,Qtr 4,December,20,313.00,313
2023,Qtr 4,December,21,701.00,701
2023,Qtr 4,December,22,325.00,325
2023,Qtr 4,December,27,300.00,323
2023,Qtr 4,December,28,324.67,357
2023,Qtr 4,December,29,106.50,107
