Year,Quarter,Month,Day,Average of FILING_DECISION_SORT,DEF_RACE
2022,Qtr 1,March,26,100.00%,Latino
2022,Qtr 1,March,28,50.00%,Latino
2022,Qtr 1,March,28,0.00%,White
2022,Qtr 1,March,29,0.00%,Asian
2022,Qtr 1,March,29,0.00%,Black
2022,Qtr 1,March,29,7.14%,Latino
2022,Qtr 1,March,29,14.29%,White
2022,Qtr 1,March,30,100.00%,Missing/Unknown
2022,Qtr 1,March,30,0.00%,Black
2022,Qtr 1,March,30,11.11%,Latino
2022,Qtr 1,March,30,0.00%,White
2022,Qtr 1,March,31,0.00%,Latino
2022,Qtr 1,March,31,66.67%,White
2022,Qtr 2,April,1,0.00%,Black
2022,Qtr 2,April,1,37.50%,Latino
2022,Qtr 2,April,1,0.00%,White
2022,Qtr 2,April,4,0.00%,Black
2022,Qtr 2,April,4,0.00%,Latino
2022,Qtr 2,April,4,14.29%,White
2022,Qtr 2,April,5,33.33%,Asian
2022,Qtr 2,April,5,11.11%,Latino
2022,Qtr 2,April,5,0.00%,White
2022,Qtr 2,April,6,0.00%,Asian
2022,Qtr 2,April,6,0.00%,Black
2022,Qtr 2,April,6,25.00%,Latino
2022,Qtr 2,April,6,0.00%,White
2022,Qtr 2,April,7,0.00%,Black
2022,Qtr 2,April,7,50.00%,Latino
2022,Qtr 2,April,7,50.00%,White
2022,Qtr 2,April,8,100.00%,Black
2022,Qtr 2,April,8,12.50%,Latino
2022,Qtr 2,April,8,0.00%,White
2022,Qtr 2,April,11,0.00%,Black
2022,Qtr 2,April,11,0.00%,Latino
2022,Qtr 2,April,11,60.00%,White
2022,Qtr 2,April,12,0.00%,Asian
2022,Qtr 2,April,12,50.00%,Black
2022,Qtr 2,April,12,7.69%,Latino
2022,Qtr 2,April,12,0.00%,White
2022,Qtr 2,April,13,0.00%,Black
2022,Qtr 2,April,13,0.00%,Latino
2022,Qtr 2,April,13,25.00%,White
2022,Qtr 2,April,14,0.00%,White
2022,Qtr 2,April,15,0.00%,Asian
2022,Qtr 2,April,15,16.67%,Latino
2022,Qtr 2,April,15,0.00%,White
2022,Qtr 2,April,18,0.00%,Missing/Unknown
2022,Qtr 2,April,18,0.00%,Asian
2022,Qtr 2,April,18,0.00%,Latino
2022,Qtr 2,April,18,0.00%,White
2022,Qtr 2,April,19,0.00%,Missing/Unknown
2022,Qtr 2,April,19,0.00%,Latino
2022,Qtr 2,April,19,0.00%,White
2022,Qtr 2,April,20,0.00%,Latino
2022,Qtr 2,April,20,100.00%,White
2022,Qtr 2,April,21,0.00%,Black
2022,Qtr 2,April,21,0.00%,White
2022,Qtr 2,April,22,0.00%,Black
2022,Qtr 2,April,22,25.00%,Latino
2022,Qtr 2,April,22,50.00%,White
2022,Qtr 2,April,25,50.00%,Latino
2022,Qtr 2,April,25,0.00%,White
2022,Qtr 2,April,26,0.00%,Latino
2022,Qtr 2,April,26,20.00%,White
2022,Qtr 2,April,27,0.00%,Black
2022,Qtr 2,April,27,0.00%,Latino
2022,Qtr 2,April,27,50.00%,White
2022,Qtr 2,April,28,0.00%,Asian
2022,Qtr 2,April,28,50.00%,Black
2022,Qtr 2,April,28,0.00%,Latino
2022,Qtr 2,April,28,50.00%,White
2022,Qtr 2,April,29,0.00%,Missing/Unknown
2022,Qtr 2,April,29,0.00%,Asian
2022,Qtr 2,April,29,11.11%,Latino
2022,Qtr 2,April,29,0.00%,White
2022,Qtr 2,May,2,0.00%,Asian
2022,Qtr 2,May,2,0.00%,Black
2022,Qtr 2,May,2,12.50%,Latino
2022,Qtr 2,May,2,0.00%,White
2022,Qtr 2,May,3,0.00%,Black
2022,Qtr 2,May,3,20.00%,Latino
2022,Qtr 2,May,3,0.00%,White
2022,Qtr 2,May,4,0.00%,Latino
2022,Qtr 2,May,5,0.00%,Latino
2022,Qtr 2,May,6,0.00%,Asian
2022,Qtr 2,May,6,0.00%,Black
2022,Qtr 2,May,6,0.00%,Latino
2022,Qtr 2,May,6,50.00%,White
2022,Qtr 2,May,9,66.67%,Latino
2022,Qtr 2,May,9,0.00%,White
2022,Qtr 2,May,10,0.00%,Asian
2022,Qtr 2,May,10,42.86%,Latino
2022,Qtr 2,May,10,0.00%,White
2022,Qtr 2,May,11,0.00%,Latino
2022,Qtr 2,May,11,0.00%,White
2022,Qtr 2,May,12,0.00%,Black
2022,Qtr 2,May,12,33.33%,Latino
2022,Qtr 2,May,12,100.00%,White
2022,Qtr 2,May,13,33.33%,Latino
2022,Qtr 2,May,16,0.00%,Missing/Unknown
2022,Qtr 2,May,16,0.00%,Black
2022,Qtr 2,May,16,0.00%,Latino
2022,Qtr 2,May,16,50.00%,White
2022,Qtr 2,May,17,0.00%,Asian
2022,Qtr 2,May,17,25.00%,Latino
2022,Qtr 2,May,17,0.00%,White
2022,Qtr 2,May,18,100.00%,Asian
2022,Qtr 2,May,18,0.00%,White
2022,Qtr 2,May,19,0.00%,Black
2022,Qtr 2,May,19,100.00%,Latino
2022,Qtr 2,May,20,50.00%,Asian
2022,Qtr 2,May,20,0.00%,Black
2022,Qtr 2,May,20,14.29%,Latino
2022,Qtr 2,May,20,20.00%,White
2022,Qtr 2,May,21,0.00%,White
2022,Qtr 2,May,23,0.00%,Black
2022,Qtr 2,May,23,100.00%,Latino
2022,Qtr 2,May,24,0.00%,Missing/Unknown
2022,Qtr 2,May,24,100.00%,Asian
2022,Qtr 2,May,24,0.00%,Black
2022,Qtr 2,May,24,60.00%,Latino
2022,Qtr 2,May,26,0.00%,Black
2022,Qtr 2,May,26,0.00%,Latino
2022,Qtr 2,May,26,0.00%,White
2022,Qtr 2,May,27,50.00%,Latino
2022,Qtr 2,May,28,50.00%,Latino
2022,Qtr 2,May,28,0.00%,White
2022,Qtr 2,May,30,0.00%,White
2022,Qtr 2,May,31,0.00%,Latino
2022,Qtr 2,May,31,75.00%,White
2022,Qtr 2,June,1,0.00%,Latino
2022,Qtr 2,June,1,100.00%,White
2022,Qtr 2,June,2,66.67%,Latino
2022,Qtr 2,June,2,0.00%,White
2022,Qtr 2,June,3,66.67%,Latino
2022,Qtr 2,June,4,50.00%,Latino
2022,Qtr 2,June,5,50.00%,Asian
2022,Qtr 2,June,5,0.00%,Black
2022,Qtr 2,June,5,40.00%,Latino
2022,Qtr 2,June,6,0.00%,Black
2022,Qtr 2,June,6,66.67%,Latino
2022,Qtr 2,June,6,0.00%,White
2022,Qtr 2,June,7,100.00%,Latino
2022,Qtr 2,June,8,0.00%,Latino
2022,Qtr 2,June,8,66.67%,White
2022,Qtr 2,June,9,0.00%,Black
2022,Qtr 2,June,9,25.00%,Latino
2022,Qtr 2,June,9,33.33%,White
2022,Qtr 2,June,10,0.00%,Missing/Unknown
2022,Qtr 2,June,10,0.00%,Asian
2022,Qtr 2,June,10,0.00%,White
2022,Qtr 2,June,12,100.00%,Black
2022,Qtr 2,June,12,0.00%,Latino
2022,Qtr 2,June,14,100.00%,Asian
2022,Qtr 2,June,14,100.00%,Latino
2022,Qtr 2,June,15,0.00%,White
2022,Qtr 2,June,16,0.00%,Asian
2022,Qtr 2,June,16,0.00%,Black
2022,Qtr 2,June,16,28.57%,Latino
2022,Qtr 2,June,16,50.00%,White
2022,Qtr 2,June,17,20.00%,Asian
2022,Qtr 2,June,17,0.00%,Latino
2022,Qtr 2,June,17,50.00%,White
2022,Qtr 2,June,19,0.00%,Asian
2022,Qtr 2,June,19,0.00%,Black
2022,Qtr 2,June,19,0.00%,White
2022,Qtr 2,June,20,0.00%,Asian
2022,Qtr 2,June,20,50.00%,Latino
2022,Qtr 2,June,21,0.00%,White
2022,Qtr 2,June,22,66.67%,Latino
2022,Qtr 2,June,22,100.00%,White
2022,Qtr 2,June,23,0.00%,Asian
2022,Qtr 2,June,23,100.00%,White
2022,Qtr 2,June,24,0.00%,Latino
2022,Qtr 2,June,25,100.00%,Latino
2022,Qtr 2,June,25,100.00%,White
2022,Qtr 2,June,27,0.00%,Black
2022,Qtr 2,June,27,50.00%,Latino
2022,Qtr 2,June,27,100.00%,White
2022,Qtr 2,June,28,75.00%,Latino
2022,Qtr 2,June,28,50.00%,White
2022,Qtr 2,June,29,50.00%,Black
2022,Qtr 2,June,29,0.00%,Latino
2022,Qtr 2,June,29,0.00%,White
2022,Qtr 2,June,30,0.00%,Missing/Unknown
2022,Qtr 2,June,30,0.00%,Asian
2022,Qtr 2,June,30,0.00%,Latino
2022,Qtr 2,June,30,0.00%,White
2022,Qtr 3,July,1,50.00%,Latino
2022,Qtr 3,July,1,100.00%,White
2022,Qtr 3,July,2,0.00%,Asian
2022,Qtr 3,July,2,0.00%,Black
2022,Qtr 3,July,2,20.00%,Latino
2022,Qtr 3,July,2,0.00%,White
2022,Qtr 3,July,3,100.00%,Black
2022,Qtr 3,July,5,66.67%,Latino
2022,Qtr 3,July,5,0.00%,White
2022,Qtr 3,July,6,0.00%,Latino
2022,Qtr 3,July,6,100.00%,White
2022,Qtr 3,July,7,0.00%,Latino
2022,Qtr 3,July,8,0.00%,Latino
2022,Qtr 3,July,8,0.00%,White
2022,Qtr 3,July,9,0.00%,Missing/Unknown
2022,Qtr 3,July,9,25.00%,Asian
2022,Qtr 3,July,9,25.00%,Black
2022,Qtr 3,July,9,3.13%,Latino
2022,Qtr 3,July,9,0.00%,White
2022,Qtr 3,July,10,0.00%,Asian
2022,Qtr 3,July,10,66.67%,Black
2022,Qtr 3,July,10,0.00%,Latino
2022,Qtr 3,July,10,33.33%,White
2022,Qtr 3,July,11,0.00%,Black
2022,Qtr 3,July,11,50.00%,Latino
2022,Qtr 3,July,11,0.00%,White
2022,Qtr 3,July,12,0.00%,Black
2022,Qtr 3,July,12,80.00%,Latino
2022,Qtr 3,July,13,0.00%,Black
2022,Qtr 3,July,13,33.33%,Latino
2022,Qtr 3,July,13,100.00%,White
2022,Qtr 3,July,14,75.00%,Latino
2022,Qtr 3,July,15,33.33%,Asian
2022,Qtr 3,July,15,66.67%,White
2022,Qtr 3,July,18,0.00%,Missing/Unknown
2022,Qtr 3,July,18,100.00%,Asian
2022,Qtr 3,July,18,0.00%,Black
2022,Qtr 3,July,18,0.00%,Latino
2022,Qtr 3,July,18,0.00%,White
2022,Qtr 3,July,19,0.00%,Missing/Unknown
2022,Qtr 3,July,19,0.00%,Asian
2022,Qtr 3,July,19,0.00%,Black
2022,Qtr 3,July,19,25.00%,Latino
2022,Qtr 3,July,19,0.00%,White
2022,Qtr 3,July,20,0.00%,Black
2022,Qtr 3,July,20,0.00%,Latino
2022,Qtr 3,July,20,0.00%,White
2022,Qtr 3,July,21,0.00%,Black
2022,Qtr 3,July,21,28.57%,Latino
2022,Qtr 3,July,21,0.00%,White
2022,Qtr 3,July,22,0.00%,Missing/Unknown
2022,Qtr 3,July,22,50.00%,Asian
2022,Qtr 3,July,22,0.00%,Black
2022,Qtr 3,July,22,20.00%,Latino
2022,Qtr 3,July,22,100.00%,White
2022,Qtr 3,July,23,100.00%,Latino
2022,Qtr 3,July,25,33.33%,Black
2022,Qtr 3,July,25,20.00%,Latino
2022,Qtr 3,July,25,0.00%,White
2022,Qtr 3,July,26,0.00%,Black
2022,Qtr 3,July,26,33.33%,Latino
2022,Qtr 3,July,26,0.00%,White
2022,Qtr 3,July,27,0.00%,Latino
2022,Qtr 3,July,28,0.00%,Black
2022,Qtr 3,July,28,42.86%,Latino
2022,Qtr 3,July,29,50.00%,White
2022,Qtr 3,August,1,100.00%,Latino
2022,Qtr 3,August,2,0.00%,Asian
2022,Qtr 3,August,2,100.00%,Black
2022,Qtr 3,August,2,25.00%,Latino
2022,Qtr 3,August,2,60.00%,White
2022,Qtr 3,August,3,100.00%,Asian
2022,Qtr 3,August,3,0.00%,Latino
2022,Qtr 3,August,5,0.00%,Latino
2022,Qtr 3,August,5,0.00%,White
2022,Qtr 3,August,8,0.00%,White
2022,Qtr 3,August,9,100.00%,Black
2022,Qtr 3,August,9,0.00%,Latino
2022,Qtr 3,August,9,0.00%,White
2022,Qtr 3,August,11,100.00%,Black
2022,Qtr 3,August,11,25.00%,Latino
2022,Qtr 3,August,12,33.33%,Latino
2022,Qtr 3,August,12,0.00%,White
2022,Qtr 3,August,15,0.00%,Latino
2022,Qtr 3,August,15,100.00%,White
2022,Qtr 3,August,16,50.00%,Latino
2022,Qtr 3,August,16,50.00%,White
2022,Qtr 3,August,17,50.00%,Latino
2022,Qtr 3,August,17,66.67%,White
2022,Qtr 3,August,18,0.00%,Asian
2022,Qtr 3,August,18,100.00%,Black
2022,Qtr 3,August,18,20.00%,Latino
2022,Qtr 3,August,18,18.18%,White
2022,Qtr 3,August,19,100.00%,Missing/Unknown
2022,Qtr 3,August,19,25.00%,Asian
2022,Qtr 3,August,19,0.00%,Black
2022,Qtr 3,August,19,6.90%,Latino
2022,Qtr 3,August,19,15.38%,White
2022,Qtr 3,August,22,50.00%,Latino
2022,Qtr 3,August,22,0.00%,White
2022,Qtr 3,August,23,0.00%,Black
2022,Qtr 3,August,23,16.67%,Latino
2022,Qtr 3,August,23,60.00%,White
2022,Qtr 3,August,24,0.00%,Asian
2022,Qtr 3,August,24,0.00%,Latino
2022,Qtr 3,August,24,0.00%,White
2022,Qtr 3,August,25,0.00%,Asian
2022,Qtr 3,August,25,33.33%,Black
2022,Qtr 3,August,25,50.00%,Latino
2022,Qtr 3,August,25,33.33%,White
2022,Qtr 3,August,26,0.00%,Black
2022,Qtr 3,August,26,0.00%,Latino
2022,Qtr 3,August,26,25.00%,White
2022,Qtr 3,August,27,0.00%,White
2022,Qtr 3,August,29,0.00%,Asian
2022,Qtr 3,August,29,33.33%,Black
2022,Qtr 3,August,29,28.57%,Latino
2022,Qtr 3,August,29,33.33%,White
2022,Qtr 3,August,30,0.00%,Latino
2022,Qtr 3,August,30,33.33%,White
2022,Qtr 3,August,31,0.00%,Latino
2022,Qtr 3,August,31,0.00%,White
2022,Qtr 3,September,1,0.00%,Missing/Unknown
2022,Qtr 3,September,1,0.00%,Asian
2022,Qtr 3,September,1,50.00%,Black
2022,Qtr 3,September,1,16.67%,Latino
2022,Qtr 3,September,1,66.67%,White
2022,Qtr 3,September,2,0.00%,Black
2022,Qtr 3,September,2,0.00%,Latino
2022,Qtr 3,September,3,100.00%,Asian
2022,Qtr 3,September,3,100.00%,White
2022,Qtr 3,September,4,0.00%,White
2022,Qtr 3,September,6,100.00%,Missing/Unknown
2022,Qtr 3,September,6,0.00%,Black
2022,Qtr 3,September,6,50.00%,Latino
2022,Qtr 3,September,6,0.00%,White
2022,Qtr 3,September,7,33.33%,Latino
2022,Qtr 3,September,7,25.00%,White
2022,Qtr 3,September,8,50.00%,Latino
2022,Qtr 3,September,8,100.00%,White
2022,Qtr 3,September,9,0.00%,Missing/Unknown
2022,Qtr 3,September,9,0.00%,Asian
2022,Qtr 3,September,9,0.00%,Black
2022,Qtr 3,September,9,0.00%,Latino
2022,Qtr 3,September,9,100.00%,White
2022,Qtr 3,September,13,66.67%,Asian
2022,Qtr 3,September,13,25.00%,Latino
2022,Qtr 3,September,13,33.33%,White
2022,Qtr 3,September,14,50.00%,Latino
2022,Qtr 3,September,14,0.00%,White
2022,Qtr 3,September,15,50.00%,Latino
2022,Qtr 3,September,16,33.33%,Latino
2022,Qtr 3,September,16,0.00%,White
2022,Qtr 3,September,18,0.00%,Latino
2022,Qtr 3,September,19,0.00%,Latino
2022,Qtr 3,September,19,0.00%,White
2022,Qtr 3,September,20,100.00%,White
2022,Qtr 3,September,21,0.00%,Asian
2022,Qtr 3,September,21,0.00%,Latino
2022,Qtr 3,September,21,0.00%,White
2022,Qtr 3,September,22,100.00%,Asian
2022,Qtr 3,September,22,0.00%,Black
2022,Qtr 3,September,22,20.00%,Latino
2022,Qtr 3,September,23,0.00%,Latino
2022,Qtr 3,September,23,33.33%,White
2022,Qtr 3,September,24,50.00%,Latino
2022,Qtr 3,September,25,50.00%,White
2022,Qtr 3,September,26,0.00%,Asian
2022,Qtr 3,September,26,100.00%,Black
2022,Qtr 3,September,26,20.00%,Latino
2022,Qtr 3,September,26,0.00%,White
2022,Qtr 3,September,27,100.00%,Black
2022,Qtr 3,September,27,16.67%,Latino
2022,Qtr 3,September,27,50.00%,White
2022,Qtr 3,September,28,100.00%,Asian
2022,Qtr 3,September,28,28.57%,Latino
2022,Qtr 3,September,28,0.00%,White
2022,Qtr 3,September,29,0.00%,Black
2022,Qtr 3,September,29,66.67%,Latino
2022,Qtr 3,September,29,25.00%,White
2022,Qtr 3,September,30,0.00%,Asian
2022,Qtr 3,September,30,100.00%,Black
2022,Qtr 3,September,30,28.57%,Latino
2022,Qtr 3,September,30,0.00%,White
2022,Qtr 4,October,3,100.00%,Latino
2022,Qtr 4,October,3,50.00%,White
2022,Qtr 4,October,4,0.00%,Asian
2022,Qtr 4,October,4,0.00%,Black
2022,Qtr 4,October,4,20.00%,Latino
2022,Qtr 4,October,4,0.00%,White
2022,Qtr 4,October,5,0.00%,Latino
2022,Qtr 4,October,5,50.00%,White
2022,Qtr 4,October,6,0.00%,Asian
2022,Qtr 4,October,6,100.00%,Black
2022,Qtr 4,October,6,20.00%,Latino
2022,Qtr 4,October,6,50.00%,White
2022,Qtr 4,October,7,0.00%,Missing/Unknown
2022,Qtr 4,October,7,50.00%,Black
2022,Qtr 4,October,7,25.00%,Latino
2022,Qtr 4,October,7,20.00%,White
2022,Qtr 4,October,8,100.00%,Asian
2022,Qtr 4,October,9,0.00%,Latino
2022,Qtr 4,October,9,100.00%,White
2022,Qtr 4,October,10,0.00%,White
2022,Qtr 4,October,11,100.00%,Black
2022,Qtr 4,October,11,40.00%,Latino
2022,Qtr 4,October,12,0.00%,Latino
2022,Qtr 4,October,12,0.00%,White
2022,Qtr 4,October,13,0.00%,Black
2022,Qtr 4,October,13,10.00%,Latino
2022,Qtr 4,October,13,0.00%,White
2022,Qtr 4,October,14,0.00%,Missing/Unknown
2022,Qtr 4,October,14,0.00%,Asian
2022,Qtr 4,October,14,0.00%,Black
2022,Qtr 4,October,14,25.00%,Latino
2022,Qtr 4,October,14,8.33%,White
2022,Qtr 4,October,15,0.00%,Black
2022,Qtr 4,October,15,50.00%,Latino
2022,Qtr 4,October,15,0.00%,White
2022,Qtr 4,October,16,100.00%,White
2022,Qtr 4,October,17,0.00%,Asian
2022,Qtr 4,October,17,66.67%,Black
2022,Qtr 4,October,17,0.00%,Latino
2022,Qtr 4,October,17,75.00%,White
2022,Qtr 4,October,18,50.00%,Black
2022,Qtr 4,October,18,33.33%,Latino
2022,Qtr 4,October,18,50.00%,White
2022,Qtr 4,October,19,50.00%,Asian
2022,Qtr 4,October,19,0.00%,Latino
2022,Qtr 4,October,19,25.00%,White
2022,Qtr 4,October,20,0.00%,Missing/Unknown
2022,Qtr 4,October,20,0.00%,Asian
2022,Qtr 4,October,20,33.33%,Latino
2022,Qtr 4,October,20,0.00%,White
2022,Qtr 4,October,21,25.00%,Asian
2022,Qtr 4,October,21,28.57%,Latino
2022,Qtr 4,October,21,0.00%,White
2022,Qtr 4,October,22,100.00%,Black
2022,Qtr 4,October,23,100.00%,Latino
2022,Qtr 4,October,24,0.00%,Asian
2022,Qtr 4,October,24,0.00%,Black
2022,Qtr 4,October,24,18.18%,Latino
2022,Qtr 4,October,24,14.29%,White
2022,Qtr 4,October,25,20.00%,Latino
2022,Qtr 4,October,25,0.00%,White
2022,Qtr 4,October,26,0.00%,Asian
2022,Qtr 4,October,26,0.00%,Black
2022,Qtr 4,October,26,0.00%,Latino
2022,Qtr 4,October,26,20.00%,White
2022,Qtr 4,October,27,0.00%,Missing/Unknown
2022,Qtr 4,October,27,0.00%,Latino
2022,Qtr 4,October,27,100.00%,White
2022,Qtr 4,October,28,100.00%,Black
2022,Qtr 4,October,28,0.00%,Latino
2022,Qtr 4,October,29,0.00%,Missing/Unknown
2022,Qtr 4,October,29,0.00%,Asian
2022,Qtr 4,October,29,0.00%,Black
2022,Qtr 4,October,29,66.67%,White
2022,Qtr 4,October,30,100.00%,Black
2022,Qtr 4,October,30,50.00%,White
2022,Qtr 4,October,31,0.00%,Asian
2022,Qtr 4,October,31,100.00%,Black
2022,Qtr 4,October,31,100.00%,Latino
2022,Qtr 4,October,31,0.00%,White
2022,Qtr 4,November,1,0.00%,Black
2022,Qtr 4,November,1,0.00%,Latino
2022,Qtr 4,November,2,100.00%,Black
2022,Qtr 4,November,2,33.33%,Latino
2022,Qtr 4,November,2,33.33%,White
2022,Qtr 4,November,3,66.67%,Black
2022,Qtr 4,November,3,40.00%,Latino
2022,Qtr 4,November,4,0.00%,Missing/Unknown
2022,Qtr 4,November,4,50.00%,Asian
2022,Qtr 4,November,4,0.00%,Black
2022,Qtr 4,November,4,22.22%,Latino
2022,Qtr 4,November,4,37.50%,White
2022,Qtr 4,November,5,50.00%,Asian
2022,Qtr 4,November,5,0.00%,Latino
2022,Qtr 4,November,5,33.33%,White
2022,Qtr 4,November,6,100.00%,Latino
2022,Qtr 4,November,7,33.33%,Latino
2022,Qtr 4,November,7,100.00%,White
2022,Qtr 4,November,8,0.00%,Black
2022,Qtr 4,November,8,12.50%,Latino
2022,Qtr 4,November,8,100.00%,White
2022,Qtr 4,November,9,100.00%,Missing/Unknown
2022,Qtr 4,November,9,50.00%,Asian
2022,Qtr 4,November,9,0.00%,Black
2022,Qtr 4,November,9,12.50%,Latino
2022,Qtr 4,November,9,25.00%,White
2022,Qtr 4,November,10,100.00%,Black
2022,Qtr 4,November,10,100.00%,Latino
2022,Qtr 4,November,10,100.00%,White
2022,Qtr 4,November,14,20.00%,Latino
2022,Qtr 4,November,14,33.33%,White
2022,Qtr 4,November,15,50.00%,Asian
2022,Qtr 4,November,15,0.00%,Black
2022,Qtr 4,November,15,20.00%,Latino
2022,Qtr 4,November,15,0.00%,White
2022,Qtr 4,November,16,50.00%,Black
2022,Qtr 4,November,16,0.00%,Latino
2022,Qtr 4,November,16,0.00%,White
2022,Qtr 4,November,17,75.00%,Asian
2022,Qtr 4,November,17,80.00%,Black
2022,Qtr 4,November,17,12.50%,Latino
2022,Qtr 4,November,17,33.33%,White
2022,Qtr 4,November,18,0.00%,Black
2022,Qtr 4,November,18,25.00%,Latino
2022,Qtr 4,November,18,0.00%,White
2022,Qtr 4,November,20,0.00%,Latino
2022,Qtr 4,November,20,0.00%,White
2022,Qtr 4,November,21,100.00%,Missing/Unknown
2022,Qtr 4,November,21,50.00%,Latino
2022,Qtr 4,November,21,0.00%,White
2022,Qtr 4,November,22,37.50%,Latino
2022,Qtr 4,November,22,0.00%,White
2022,Qtr 4,November,23,0.00%,Black
2022,Qtr 4,November,23,0.00%,Latino
2022,Qtr 4,November,23,50.00%,White
2022,Qtr 4,November,28,0.00%,Black
2022,Qtr 4,November,28,33.33%,Latino
2022,Qtr 4,November,28,0.00%,White
2022,Qtr 4,November,29,0.00%,Asian
2022,Qtr 4,November,29,0.00%,Black
2022,Qtr 4,November,29,0.00%,Latino
2022,Qtr 4,November,29,40.00%,White
2022,Qtr 4,November,30,0.00%,Black
2022,Qtr 4,November,30,25.00%,Latino
2022,Qtr 4,November,30,0.00%,White
2022,Qtr 4,December,1,100.00%,Asian
2022,Qtr 4,December,1,0.00%,Latino
2022,Qtr 4,December,1,20.00%,White
2022,Qtr 4,December,2,0.00%,Asian
2022,Qtr 4,December,2,100.00%,Black
2022,Qtr 4,December,2,0.00%,Latino
2022,Qtr 4,December,2,20.00%,White
2022,Qtr 4,December,3,0.00%,White
2022,Qtr 4,December,4,50.00%,Latino
2022,Qtr 4,December,5,0.00%,Missing/Unknown
2022,Qtr 4,December,5,50.00%,Asian
2022,Qtr 4,December,5,33.33%,Latino
2022,Qtr 4,December,5,42.86%,White
2022,Qtr 4,December,6,0.00%,Black
2022,Qtr 4,December,6,0.00%,Latino
2022,Qtr 4,December,6,50.00%,White
2022,Qtr 4,December,7,0.00%,Asian
2022,Qtr 4,December,7,50.00%,Black
2022,Qtr 4,December,7,33.33%,Latino
2022,Qtr 4,December,7,0.00%,White
2022,Qtr 4,December,8,0.00%,Asian
2022,Qtr 4,December,8,20.00%,Latino
2022,Qtr 4,December,9,0.00%,Asian
2022,Qtr 4,December,9,50.00%,Black
2022,Qtr 4,December,9,12.50%,Latino
2022,Qtr 4,December,9,50.00%,White
2022,Qtr 4,December,10,0.00%,Latino
2022,Qtr 4,December,12,0.00%,Black
2022,Qtr 4,December,12,0.00%,Latino
2022,Qtr 4,December,13,0.00%,Black
2022,Qtr 4,December,13,66.67%,Latino
2022,Qtr 4,December,13,0.00%,White
2022,Qtr 4,December,14,0.00%,Asian
2022,Qtr 4,December,14,33.33%,Latino
2022,Qtr 4,December,14,33.33%,White
2022,Qtr 4,December,15,0.00%,Asian
2022,Qtr 4,December,15,0.00%,Black
2022,Qtr 4,December,15,0.00%,Latino
2022,Qtr 4,December,15,0.00%,White
2022,Qtr 4,December,16,0.00%,Black
2022,Qtr 4,December,16,0.00%,Latino
2022,Qtr 4,December,16,100.00%,White
2022,Qtr 4,December,17,0.00%,Latino
2022,Qtr 4,December,17,0.00%,White
2022,Qtr 4,December,18,0.00%,Black
2022,Qtr 4,December,19,0.00%,Latino
2022,Qtr 4,December,19,0.00%,White
2022,Qtr 4,December,20,33.33%,Latino
2022,Qtr 4,December,20,50.00%,White
2022,Qtr 4,December,21,50.00%,Latino
2022,Qtr 4,December,21,66.67%,White
2022,Qtr 4,December,22,0.00%,Latino
2022,Qtr 4,December,23,0.00%,White
2022,Qtr 4,December,24,0.00%,White
2022,Qtr 4,December,25,0.00%,Latino
2022,Qtr 4,December,25,100.00%,White
2022,Qtr 4,December,26,100.00%,White
2022,Qtr 4,December,27,0.00%,Asian
2022,Qtr 4,December,27,0.00%,Black
2022,Qtr 4,December,27,0.00%,Latino
2022,Qtr 4,December,28,0.00%,Black
2022,Qtr 4,December,28,25.00%,Latino
2022,Qtr 4,December,28,50.00%,White
2022,Qtr 4,December,29,0.00%,Black
2022,Qtr 4,December,29,0.00%,Latino
2022,Qtr 4,December,29,100.00%,White
2022,Qtr 4,December,31,0.00%,Latino
2023,Qtr 1,January,1,100.00%,White
2023,Qtr 1,January,2,0.00%,Latino
2023,Qtr 1,January,3,0.00%,Asian
2023,Qtr 1,January,3,0.00%,Black
2023,Qtr 1,January,3,0.00%,Latino
2023,Qtr 1,January,4,0.00%,Asian
2023,Qtr 1,January,4,0.00%,Latino
2023,Qtr 1,January,4,20.00%,White
2023,Qtr 1,January,5,0.00%,Black
2023,Qtr 1,January,5,16.67%,Latino
2023,Qtr 1,January,5,0.00%,White
2023,Qtr 1,January,6,0.00%,Black
2023,Qtr 1,January,6,100.00%,Latino
2023,Qtr 1,January,6,50.00%,White
2023,Qtr 1,January,9,0.00%,Asian
2023,Qtr 1,January,9,0.00%,Black
2023,Qtr 1,January,9,0.00%,Latino
2023,Qtr 1,January,9,33.33%,White
2023,Qtr 1,January,10,50.00%,Black
2023,Qtr 1,January,10,40.00%,Latino
2023,Qtr 1,January,10,20.00%,White
2023,Qtr 1,January,11,0.00%,Latino
2023,Qtr 1,January,11,0.00%,White
2023,Qtr 1,January,12,0.00%,Black
2023,Qtr 1,January,12,0.00%,Latino
2023,Qtr 1,January,12,50.00%,White
2023,Qtr 1,January,13,0.00%,Asian
2023,Qtr 1,January,13,0.00%,Black
2023,Qtr 1,January,13,50.00%,Latino
2023,Qtr 1,January,13,16.67%,White
2023,Qtr 1,January,14,50.00%,Asian
2023,Qtr 1,January,14,0.00%,Latino
2023,Qtr 1,January,14,100.00%,White
2023,Qtr 1,January,15,50.00%,Asian
2023,Qtr 1,January,15,25.00%,Latino
2023,Qtr 1,January,15,0.00%,White
2023,Qtr 1,January,17,75.00%,Asian
2023,Qtr 1,January,17,0.00%,Black
2023,Qtr 1,January,17,50.00%,Latino
