Year,Quarter,Month,Day,Average of FILING_DECISION_SORT,DEF_RACE
2018,Qtr 2,June,26,80.00%,White
2018,Qtr 2,June,27,100.00%,Asian
2018,Qtr 2,June,27,100.00%,Latino
2018,Qtr 2,June,27,83.33%,White
2018,Qtr 2,June,28,0.00%,Black
2018,Qtr 2,June,28,50.00%,White
2018,Qtr 2,June,29,100.00%,Asian
2018,Qtr 2,June,29,0.00%,Black
2018,Qtr 2,June,29,100.00%,Latino
2018,Qtr 2,June,29,100.00%,White
2018,Qtr 2,June,30,0.00%,Asian
2018,Qtr 2,June,30,100.00%,Black
2018,Qtr 2,June,30,100.00%,Latino
2018,Qtr 2,June,30,100.00%,White
2018,Qtr 3,July,1,100.00%,Asian
2018,Qtr 3,July,1,100.00%,Latino
2018,Qtr 3,July,1,100.00%,White
2018,Qtr 3,July,2,100.00%,Missing/Unknown
2018,Qtr 3,July,2,100.00%,Asian
2018,Qtr 3,July,2,100.00%,Black
2018,Qtr 3,July,2,93.75%,Latino
2018,Qtr 3,July,2,88.89%,White
2018,Qtr 3,July,3,100.00%,Asian
2018,Qtr 3,July,3,100.00%,Black
2018,Qtr 3,July,3,92.86%,Latino
2018,Qtr 3,July,3,92.86%,White
2018,Qtr 3,July,5,50.00%,Asian
2018,Qtr 3,July,5,100.00%,Black
2018,Qtr 3,July,5,100.00%,Latino
2018,Qtr 3,July,5,100.00%,White
2018,Qtr 3,July,6,100.00%,Latino
2018,Qtr 3,July,6,100.00%,White
2018,Qtr 3,July,7,100.00%,Black
2018,Qtr 3,July,7,66.67%,Latino
2018,Qtr 3,July,9,33.33%,Asian
2018,Qtr 3,July,9,100.00%,Black
2018,Qtr 3,July,9,100.00%,Latino
2018,Qtr 3,July,9,100.00%,White
2018,Qtr 3,July,10,100.00%,Asian
2018,Qtr 3,July,10,100.00%,Black
2018,Qtr 3,July,10,100.00%,Latino
2018,Qtr 3,July,10,100.00%,White
2018,Qtr 3,July,11,0.00%,Missing/Unknown
2018,Qtr 3,July,11,100.00%,Asian
2018,Qtr 3,July,11,100.00%,Black
2018,Qtr 3,July,11,81.82%,Latino
2018,Qtr 3,July,11,100.00%,White
2018,Qtr 3,July,12,100.00%,Missing/Unknown
2018,Qtr 3,July,12,100.00%,Asian
2018,Qtr 3,July,12,100.00%,Black
2018,Qtr 3,July,12,85.19%,Latino
2018,Qtr 3,July,12,100.00%,White
2018,Qtr 3,July,13,100.00%,Asian
2018,Qtr 3,July,13,100.00%,Black
2018,Qtr 3,July,13,100.00%,Latino
2018,Qtr 3,July,13,50.00%,White
2018,Qtr 3,July,16,0.00%,Missing/Unknown
2018,Qtr 3,July,16,100.00%,Asian
2018,Qtr 3,July,16,100.00%,Black
2018,Qtr 3,July,16,100.00%,Latino
2018,Qtr 3,July,16,100.00%,White
2018,Qtr 3,July,17,83.33%,Asian
2018,Qtr 3,July,17,100.00%,Black
2018,Qtr 3,July,17,75.00%,Latino
2018,Qtr 3,July,17,100.00%,White
2018,Qtr 3,July,18,100.00%,Missing/Unknown
2018,Qtr 3,July,18,50.00%,Asian
2018,Qtr 3,July,18,100.00%,Black
2018,Qtr 3,July,18,90.32%,Latino
2018,Qtr 3,July,18,94.12%,White
2018,Qtr 3,July,19,100.00%,Missing/Unknown
2018,Qtr 3,July,19,83.33%,Black
2018,Qtr 3,July,19,100.00%,Latino
2018,Qtr 3,July,19,93.33%,White
2018,Qtr 3,July,20,50.00%,Missing/Unknown
2018,Qtr 3,July,20,100.00%,Asian
2018,Qtr 3,July,20,100.00%,Black
2018,Qtr 3,July,20,87.50%,Latino
2018,Qtr 3,July,20,81.82%,White
2018,Qtr 3,July,21,100.00%,Latino
2018,Qtr 3,July,23,66.67%,Black
2018,Qtr 3,July,23,83.33%,Latino
2018,Qtr 3,July,23,75.00%,White
2018,Qtr 3,July,24,100.00%,Black
2018,Qtr 3,July,24,100.00%,Latino
2018,Qtr 3,July,24,100.00%,White
2018,Qtr 3,July,25,100.00%,Asian
2018,Qtr 3,July,25,75.00%,Black
2018,Qtr 3,July,25,93.75%,Latino
2018,Qtr 3,July,25,100.00%,White
2018,Qtr 3,July,26,100.00%,Asian
2018,Qtr 3,July,26,66.67%,Black
2018,Qtr 3,July,26,84.62%,Latino
2018,Qtr 3,July,26,85.71%,White
2018,Qtr 3,July,27,100.00%,Asian
2018,Qtr 3,July,27,100.00%,Black
2018,Qtr 3,July,27,80.00%,Latino
2018,Qtr 3,July,27,75.00%,White
2018,Qtr 3,July,30,100.00%,Asian
2018,Qtr 3,July,30,75.00%,Black
2018,Qtr 3,July,30,92.31%,Latino
2018,Qtr 3,July,30,100.00%,White
2018,Qtr 3,July,31,100.00%,Asian
2018,Qtr 3,July,31,100.00%,Black
2018,Qtr 3,July,31,100.00%,Latino
2018,Qtr 3,July,31,88.89%,White
2018,Qtr 3,August,1,100.00%,Missing/Unknown
2018,Qtr 3,August,1,100.00%,Black
2018,Qtr 3,August,1,100.00%,Latino
2018,Qtr 3,August,1,71.43%,White
2018,Qtr 3,August,2,100.00%,Missing/Unknown
2018,Qtr 3,August,2,100.00%,Black
2018,Qtr 3,August,2,91.30%,Latino
2018,Qtr 3,August,2,100.00%,White
2018,Qtr 3,August,3,100.00%,Missing/Unknown
2018,Qtr 3,August,3,50.00%,Asian
2018,Qtr 3,August,3,66.67%,Black
2018,Qtr 3,August,3,78.57%,Latino
2018,Qtr 3,August,3,94.12%,White
2018,Qtr 3,August,6,100.00%,Missing/Unknown
2018,Qtr 3,August,6,75.00%,Black
2018,Qtr 3,August,6,100.00%,Latino
2018,Qtr 3,August,6,66.67%,White
2018,Qtr 3,August,7,0.00%,Missing/Unknown
2018,Qtr 3,August,7,100.00%,Asian
2018,Qtr 3,August,7,87.50%,Black
2018,Qtr 3,August,7,93.75%,Latino
2018,Qtr 3,August,7,100.00%,White
2018,Qtr 3,August,8,100.00%,Missing/Unknown
2018,Qtr 3,August,8,100.00%,Asian
2018,Qtr 3,August,8,100.00%,Black
2018,Qtr 3,August,8,100.00%,Latino
2018,Qtr 3,August,8,88.89%,White
2018,Qtr 3,August,9,100.00%,Missing/Unknown
2018,Qtr 3,August,9,100.00%,Asian
2018,Qtr 3,August,9,50.00%,Black
2018,Qtr 3,August,9,95.00%,Latino
2018,Qtr 3,August,9,78.57%,White
2018,Qtr 3,August,10,100.00%,Missing/Unknown
2018,Qtr 3,August,10,100.00%,Asian
2018,Qtr 3,August,10,100.00%,Black
2018,Qtr 3,August,10,100.00%,Latino
2018,Qtr 3,August,10,71.43%,White
2018,Qtr 3,August,13,0.00%,Missing/Unknown
2018,Qtr 3,August,13,100.00%,Asian
2018,Qtr 3,August,13,100.00%,Black
2018,Qtr 3,August,13,100.00%,Latino
2018,Qtr 3,August,13,100.00%,White
2018,Qtr 3,August,14,100.00%,Asian
2018,Qtr 3,August,14,100.00%,Black
2018,Qtr 3,August,14,93.75%,Latino
2018,Qtr 3,August,14,83.33%,White
2018,Qtr 3,August,15,100.00%,Missing/Unknown
2018,Qtr 3,August,15,0.00%,Asian
2018,Qtr 3,August,15,100.00%,Black
2018,Qtr 3,August,15,90.00%,Latino
2018,Qtr 3,August,15,100.00%,White
2018,Qtr 3,August,16,100.00%,Missing/Unknown
2018,Qtr 3,August,16,60.00%,Asian
2018,Qtr 3,August,16,100.00%,Black
2018,Qtr 3,August,16,100.00%,Latino
2018,Qtr 3,August,16,94.44%,White
2018,Qtr 3,August,17,100.00%,Asian
2018,Qtr 3,August,17,100.00%,Black
2018,Qtr 3,August,17,90.91%,Latino
2018,Qtr 3,August,17,91.67%,White
2018,Qtr 3,August,19,100.00%,White
2018,Qtr 3,August,20,100.00%,Asian
2018,Qtr 3,August,20,100.00%,Black
2018,Qtr 3,August,20,100.00%,Latino
2018,Qtr 3,August,20,100.00%,White
2018,Qtr 3,August,21,0.00%,Missing/Unknown
2018,Qtr 3,August,21,100.00%,Asian
2018,Qtr 3,August,21,100.00%,Black
2018,Qtr 3,August,21,72.73%,Latino
2018,Qtr 3,August,21,93.33%,White
2018,Qtr 3,August,22,100.00%,Missing/Unknown
2018,Qtr 3,August,22,100.00%,Asian
2018,Qtr 3,August,22,75.00%,Black
2018,Qtr 3,August,22,91.67%,Latino
2018,Qtr 3,August,22,100.00%,White
2018,Qtr 3,August,23,100.00%,Asian
2018,Qtr 3,August,23,100.00%,Black
2018,Qtr 3,August,23,100.00%,Latino
2018,Qtr 3,August,23,66.67%,White
2018,Qtr 3,August,24,100.00%,Missing/Unknown
2018,Qtr 3,August,24,100.00%,Asian
2018,Qtr 3,August,24,50.00%,Black
2018,Qtr 3,August,24,100.00%,Latino
2018,Qtr 3,August,24,92.86%,White
2018,Qtr 3,August,27,100.00%,Missing/Unknown
2018,Qtr 3,August,27,100.00%,Asian
2018,Qtr 3,August,27,100.00%,Black
2018,Qtr 3,August,27,100.00%,Latino
2018,Qtr 3,August,27,100.00%,White
2018,Qtr 3,August,28,100.00%,Asian
2018,Qtr 3,August,28,100.00%,Black
2018,Qtr 3,August,28,94.74%,Latino
2018,Qtr 3,August,28,100.00%,White
2018,Qtr 3,August,29,100.00%,Missing/Unknown
2018,Qtr 3,August,29,100.00%,Asian
2018,Qtr 3,August,29,100.00%,Black
2018,Qtr 3,August,29,91.67%,Latino
2018,Qtr 3,August,29,100.00%,White
2018,Qtr 3,August,30,100.00%,Asian
2018,Qtr 3,August,30,50.00%,Black
2018,Qtr 3,August,30,85.71%,Latino
2018,Qtr 3,August,30,90.00%,White
2018,Qtr 3,August,31,100.00%,Asian
2018,Qtr 3,August,31,66.67%,Black
2018,Qtr 3,August,31,90.48%,Latino
2018,Qtr 3,August,31,100.00%,White
2018,Qtr 3,September,2,0.00%,Latino
2018,Qtr 3,September,4,100.00%,Asian
2018,Qtr 3,September,4,100.00%,Black
2018,Qtr 3,September,4,93.33%,Latino
2018,Qtr 3,September,4,88.24%,White
2018,Qtr 3,September,5,100.00%,Asian
2018,Qtr 3,September,5,100.00%,Black
2018,Qtr 3,September,5,100.00%,Latino
2018,Qtr 3,September,5,92.31%,White
2018,Qtr 3,September,6,0.00%,Missing/Unknown
2018,Qtr 3,September,6,100.00%,Asian
2018,Qtr 3,September,6,100.00%,Black
2018,Qtr 3,September,6,89.47%,Latino
2018,Qtr 3,September,6,100.00%,White
2018,Qtr 3,September,7,100.00%,Missing/Unknown
2018,Qtr 3,September,7,80.00%,Asian
2018,Qtr 3,September,7,50.00%,Black
2018,Qtr 3,September,7,100.00%,Latino
2018,Qtr 3,September,7,100.00%,White
2018,Qtr 3,September,10,100.00%,Asian
2018,Qtr 3,September,10,100.00%,Black
2018,Qtr 3,September,10,85.00%,Latino
2018,Qtr 3,September,10,100.00%,White
2018,Qtr 3,September,11,100.00%,Missing/Unknown
2018,Qtr 3,September,11,100.00%,Asian
2018,Qtr 3,September,11,100.00%,Black
2018,Qtr 3,September,11,100.00%,Latino
2018,Qtr 3,September,11,90.00%,White
2018,Qtr 3,September,12,100.00%,Missing/Unknown
2018,Qtr 3,September,12,100.00%,Asian
2018,Qtr 3,September,12,75.00%,Black
2018,Qtr 3,September,12,94.74%,Latino
2018,Qtr 3,September,12,80.00%,White
2018,Qtr 3,September,13,100.00%,Missing/Unknown
2018,Qtr 3,September,13,100.00%,Asian
2018,Qtr 3,September,13,100.00%,Latino
2018,Qtr 3,September,13,100.00%,White
2018,Qtr 3,September,14,100.00%,Missing/Unknown
2018,Qtr 3,September,14,100.00%,Asian
2018,Qtr 3,September,14,100.00%,Black
2018,Qtr 3,September,14,93.33%,Latino
2018,Qtr 3,September,14,70.00%,White
2018,Qtr 3,September,17,100.00%,Black
2018,Qtr 3,September,17,100.00%,Latino
2018,Qtr 3,September,17,100.00%,White
2018,Qtr 3,September,18,100.00%,Asian
2018,Qtr 3,September,18,100.00%,Black
2018,Qtr 3,September,18,100.00%,Latino
2018,Qtr 3,September,18,90.91%,White
2018,Qtr 3,September,19,100.00%,Missing/Unknown
2018,Qtr 3,September,19,85.71%,Asian
2018,Qtr 3,September,19,87.50%,Black
2018,Qtr 3,September,19,100.00%,Latino
2018,Qtr 3,September,19,100.00%,White
2018,Qtr 3,September,20,100.00%,Missing/Unknown
2018,Qtr 3,September,20,0.00%,Asian
2018,Qtr 3,September,20,100.00%,Black
2018,Qtr 3,September,20,72.73%,Latino
2018,Qtr 3,September,20,87.50%,White
2018,Qtr 3,September,21,100.00%,Missing/Unknown
2018,Qtr 3,September,21,100.00%,Asian
2018,Qtr 3,September,21,0.00%,Black
2018,Qtr 3,September,21,88.89%,Latino
2018,Qtr 3,September,21,90.00%,White
2018,Qtr 3,September,23,100.00%,Black
2018,Qtr 3,September,24,100.00%,Missing/Unknown
2018,Qtr 3,September,24,100.00%,Asian
2018,Qtr 3,September,24,77.78%,Black
2018,Qtr 3,September,24,100.00%,Latino
2018,Qtr 3,September,24,100.00%,White
2018,Qtr 3,September,25,100.00%,Missing/Unknown
2018,Qtr 3,September,25,100.00%,Asian
2018,Qtr 3,September,25,100.00%,Black
2018,Qtr 3,September,25,94.44%,Latino
2018,Qtr 3,September,25,77.78%,White
2018,Qtr 3,September,26,100.00%,Black
2018,Qtr 3,September,26,94.12%,Latino
2018,Qtr 3,September,26,100.00%,White
2018,Qtr 3,September,27,100.00%,Asian
2018,Qtr 3,September,27,100.00%,Black
2018,Qtr 3,September,27,80.00%,Latino
2018,Qtr 3,September,27,66.67%,White
2018,Qtr 3,September,28,85.71%,Latino
2018,Qtr 3,September,28,50.00%,White
2018,Qtr 3,September,29,100.00%,White
2018,Qtr 4,October,1,100.00%,Black
2018,Qtr 4,October,1,88.89%,Latino
2018,Qtr 4,October,1,90.00%,White
2018,Qtr 4,October,2,100.00%,Asian
2018,Qtr 4,October,2,100.00%,Latino
2018,Qtr 4,October,2,81.82%,White
2018,Qtr 4,October,3,100.00%,Black
2018,Qtr 4,October,3,100.00%,Latino
2018,Qtr 4,October,3,100.00%,White
2018,Qtr 4,October,4,100.00%,Black
2018,Qtr 4,October,4,90.00%,Latino
2018,Qtr 4,October,4,77.78%,White
2018,Qtr 4,October,5,100.00%,Missing/Unknown
2018,Qtr 4,October,5,100.00%,Asian
2018,Qtr 4,October,5,100.00%,Black
2018,Qtr 4,October,5,90.00%,Latino
2018,Qtr 4,October,5,75.00%,White
2018,Qtr 4,October,6,100.00%,Missing/Unknown
2018,Qtr 4,October,9,100.00%,Black
2018,Qtr 4,October,9,86.67%,Latino
2018,Qtr 4,October,9,100.00%,White
2018,Qtr 4,October,10,100.00%,Missing/Unknown
2018,Qtr 4,October,10,100.00%,Asian
2018,Qtr 4,October,10,100.00%,Black
2018,Qtr 4,October,10,100.00%,Latino
2018,Qtr 4,October,10,100.00%,White
2018,Qtr 4,October,11,100.00%,Missing/Unknown
2018,Qtr 4,October,11,100.00%,Asian
2018,Qtr 4,October,11,75.00%,Black
2018,Qtr 4,October,11,76.47%,Latino
2018,Qtr 4,October,11,93.33%,White
2018,Qtr 4,October,12,100.00%,Asian
2018,Qtr 4,October,12,100.00%,Black
2018,Qtr 4,October,12,85.71%,Latino
2018,Qtr 4,October,12,90.00%,White
2018,Qtr 4,October,15,100.00%,Missing/Unknown
2018,Qtr 4,October,15,80.00%,Black
2018,Qtr 4,October,15,100.00%,Latino
2018,Qtr 4,October,15,100.00%,White
2018,Qtr 4,October,16,50.00%,Missing/Unknown
2018,Qtr 4,October,16,100.00%,Asian
2018,Qtr 4,October,16,83.33%,Black
2018,Qtr 4,October,16,93.75%,Latino
2018,Qtr 4,October,16,100.00%,White
2018,Qtr 4,October,17,100.00%,Asian
2018,Qtr 4,October,17,100.00%,Black
2018,Qtr 4,October,17,100.00%,Latino
2018,Qtr 4,October,17,100.00%,White
2018,Qtr 4,October,18,100.00%,Missing/Unknown
2018,Qtr 4,October,18,0.00%,Asian
2018,Qtr 4,October,18,100.00%,Black
2018,Qtr 4,October,18,100.00%,Latino
2018,Qtr 4,October,18,100.00%,White
2018,Qtr 4,October,19,100.00%,Asian
2018,Qtr 4,October,19,100.00%,Black
2018,Qtr 4,October,19,88.89%,Latino
2018,Qtr 4,October,19,100.00%,White
2018,Qtr 4,October,22,100.00%,Latino
2018,Qtr 4,October,22,100.00%,White
2018,Qtr 4,October,23,100.00%,Missing/Unknown
2018,Qtr 4,October,23,100.00%,Asian
2018,Qtr 4,October,23,0.00%,Black
2018,Qtr 4,October,23,75.00%,Latino
2018,Qtr 4,October,23,100.00%,White
2018,Qtr 4,October,24,100.00%,Missing/Unknown
2018,Qtr 4,October,24,75.00%,Asian
2018,Qtr 4,October,24,90.91%,Latino
2018,Qtr 4,October,24,100.00%,White
2018,Qtr 4,October,25,100.00%,Asian
2018,Qtr 4,October,25,0.00%,Black
2018,Qtr 4,October,25,100.00%,Latino
2018,Qtr 4,October,25,87.50%,White
2018,Qtr 4,October,26,0.00%,Latino
2018,Qtr 4,October,26,100.00%,White
2018,Qtr 4,October,27,0.00%,Latino
2018,Qtr 4,October,29,100.00%,Missing/Unknown
2018,Qtr 4,October,29,100.00%,Asian
2018,Qtr 4,October,29,66.67%,Black
2018,Qtr 4,October,29,100.00%,Latino
2018,Qtr 4,October,29,85.71%,White
2018,Qtr 4,October,30,100.00%,Missing/Unknown
2018,Qtr 4,October,30,100.00%,Asian
2018,Qtr 4,October,30,100.00%,Black
2018,Qtr 4,October,30,90.00%,Latino
2018,Qtr 4,October,30,95.83%,White
2018,Qtr 4,October,31,100.00%,Asian
2018,Qtr 4,October,31,100.00%,Black
2018,Qtr 4,October,31,95.00%,Latino
2018,Qtr 4,October,31,66.67%,White
2018,Qtr 4,November,1,100.00%,Asian
2018,Qtr 4,November,1,100.00%,Latino
2018,Qtr 4,November,1,100.00%,White
2018,Qtr 4,November,2,100.00%,Asian
2018,Qtr 4,November,2,100.00%,Black
2018,Qtr 4,November,2,93.33%,Latino
2018,Qtr 4,November,2,77.78%,White
2018,Qtr 4,November,5,66.67%,Asian
2018,Qtr 4,November,5,100.00%,Black
2018,Qtr 4,November,5,94.12%,Latino
2018,Qtr 4,November,5,100.00%,White
2018,Qtr 4,November,6,100.00%,Asian
2018,Qtr 4,November,6,100.00%,Latino
2018,Qtr 4,November,6,100.00%,White
2018,Qtr 4,November,7,100.00%,Missing/Unknown
2018,Qtr 4,November,7,83.33%,Asian
2018,Qtr 4,November,7,100.00%,Black
2018,Qtr 4,November,7,95.00%,Latino
2018,Qtr 4,November,7,100.00%,White
2018,Qtr 4,November,8,100.00%,Asian
2018,Qtr 4,November,8,80.00%,Black
2018,Qtr 4,November,8,100.00%,Latino
2018,Qtr 4,November,8,100.00%,White
2018,Qtr 4,November,9,100.00%,Black
2018,Qtr 4,November,9,90.00%,Latino
2018,Qtr 4,November,9,100.00%,White
2018,Qtr 4,November,13,66.67%,Asian
2018,Qtr 4,November,13,100.00%,Black
2018,Qtr 4,November,13,88.24%,Latino
2018,Qtr 4,November,13,94.44%,White
2018,Qtr 4,November,14,100.00%,Missing/Unknown
2018,Qtr 4,November,14,100.00%,Asian
2018,Qtr 4,November,14,100.00%,Black
2018,Qtr 4,November,14,75.00%,Latino
2018,Qtr 4,November,14,85.71%,White
2018,Qtr 4,November,15,100.00%,Missing/Unknown
2018,Qtr 4,November,15,100.00%,Asian
2018,Qtr 4,November,15,77.78%,Latino
2018,Qtr 4,November,15,88.89%,White
2018,Qtr 4,November,16,100.00%,Missing/Unknown
2018,Qtr 4,November,16,100.00%,Asian
2018,Qtr 4,November,16,71.43%,Latino
2018,Qtr 4,November,16,100.00%,White
2018,Qtr 4,November,17,100.00%,Latino
2018,Qtr 4,November,19,50.00%,Missing/Unknown
2018,Qtr 4,November,19,100.00%,Asian
2018,Qtr 4,November,19,80.00%,Black
2018,Qtr 4,November,19,78.26%,Latino
2018,Qtr 4,November,19,93.75%,White
2018,Qtr 4,November,20,100.00%,Asian
2018,Qtr 4,November,20,100.00%,Black
2018,Qtr 4,November,20,92.86%,Latino
2018,Qtr 4,November,20,90.91%,White
2018,Qtr 4,November,21,100.00%,Asian
2018,Qtr 4,November,21,100.00%,Black
2018,Qtr 4,November,21,70.00%,Latino
2018,Qtr 4,November,21,100.00%,White
2018,Qtr 4,November,22,100.00%,Latino
2018,Qtr 4,November,24,100.00%,White
2018,Qtr 4,November,25,0.00%,Black
2018,Qtr 4,November,25,100.00%,Latino
2018,Qtr 4,November,25,100.00%,White
2018,Qtr 4,November,26,50.00%,Asian
2018,Qtr 4,November,26,100.00%,Black
2018,Qtr 4,November,26,88.24%,Latino
2018,Qtr 4,November,26,87.50%,White
2018,Qtr 4,November,27,100.00%,Missing/Unknown
2018,Qtr 4,November,27,100.00%,Asian
2018,Qtr 4,November,27,78.57%,Latino
2018,Qtr 4,November,27,100.00%,White
2018,Qtr 4,November,28,85.71%,Latino
2018,Qtr 4,November,28,75.00%,White
2018,Qtr 4,November,29,100.00%,Asian
2018,Qtr 4,November,29,100.00%,Black
2018,Qtr 4,November,29,90.00%,Latino
2018,Qtr 4,November,29,100.00%,White
2018,Qtr 4,November,30,0.00%,Asian
2018,Qtr 4,November,30,100.00%,Latino
2018,Qtr 4,November,30,100.00%,White
2018,Qtr 4,December,1,100.00%,White
2018,Qtr 4,December,3,100.00%,Asian
2018,Qtr 4,December,3,100.00%,Black
2018,Qtr 4,December,3,91.67%,Latino
2018,Qtr 4,December,3,88.89%,White
2018,Qtr 4,December,4,100.00%,Missing/Unknown
2018,Qtr 4,December,4,80.00%,Asian
2018,Qtr 4,December,4,87.50%,Black
2018,Qtr 4,December,4,94.74%,Latino
2018,Qtr 4,December,4,93.33%,White
2018,Qtr 4,December,5,100.00%,Missing/Unknown
2018,Qtr 4,December,5,75.00%,Asian
2018,Qtr 4,December,5,83.33%,Black
2018,Qtr 4,December,5,90.63%,Latino
2018,Qtr 4,December,5,88.89%,White
2018,Qtr 4,December,6,100.00%,Missing/Unknown
2018,Qtr 4,December,6,100.00%,Asian
2018,Qtr 4,December,6,100.00%,Black
2018,Qtr 4,December,6,84.00%,Latino
2018,Qtr 4,December,6,100.00%,White
2018,Qtr 4,December,7,100.00%,Asian
2018,Qtr 4,December,7,100.00%,Black
2018,Qtr 4,December,7,0.00%,Latino
2018,Qtr 4,December,7,50.00%,White
2018,Qtr 4,December,8,100.00%,White
2018,Qtr 4,December,10,66.67%,Asian
2018,Qtr 4,December,10,100.00%,Black
2018,Qtr 4,December,10,92.86%,Latino
2018,Qtr 4,December,10,75.00%,White
2018,Qtr 4,December,11,100.00%,Missing/Unknown
2018,Qtr 4,December,11,100.00%,Latino
2018,Qtr 4,December,11,80.00%,White
2018,Qtr 4,December,12,100.00%,Black
2018,Qtr 4,December,12,75.00%,Latino
2018,Qtr 4,December,12,100.00%,White
2018,Qtr 4,December,13,100.00%,Missing/Unknown
2018,Qtr 4,December,13,100.00%,Asian
2018,Qtr 4,December,13,100.00%,Latino
2018,Qtr 4,December,13,100.00%,White
2018,Qtr 4,December,14,100.00%,Missing/Unknown
2018,Qtr 4,December,14,100.00%,Asian
2018,Qtr 4,December,14,100.00%,Black
2018,Qtr 4,December,14,100.00%,Latino
2018,Qtr 4,December,14,88.89%,White
2018,Qtr 4,December,17,80.00%,Asian
2018,Qtr 4,December,17,75.00%,Black
2018,Qtr 4,December,17,75.00%,Latino
2018,Qtr 4,December,17,61.54%,White
2018,Qtr 4,December,18,100.00%,Missing/Unknown
2018,Qtr 4,December,18,66.67%,Asian
2018,Qtr 4,December,18,80.00%,Black
2018,Qtr 4,December,18,88.24%,Latino
2018,Qtr 4,December,18,91.30%,White
2018,Qtr 4,December,19,100.00%,Black
2018,Qtr 4,December,19,82.35%,Latino
2018,Qtr 4,December,19,88.89%,White
2018,Qtr 4,December,20,0.00%,Asian
2018,Qtr 4,December,20,100.00%,Black
2018,Qtr 4,December,20,90.00%,Latino
2018,Qtr 4,December,20,75.00%,White
2018,Qtr 4,December,21,0.00%,Asian
2018,Qtr 4,December,21,100.00%,Black
2018,Qtr 4,December,21,90.91%,Latino
2018,Qtr 4,December,21,80.00%,White
2018,Qtr 4,December,22,100.00%,Latino
2018,Qtr 4,December,23,100.00%,White
2018,Qtr 4,December,24,0.00%,Asian
2018,Qtr 4,December,24,75.00%,Latino
2018,Qtr 4,December,24,33.33%,White
2018,Qtr 4,December,26,100.00%,Asian
2018,Qtr 4,December,26,100.00%,Black
2018,Qtr 4,December,26,100.00%,Latino
2018,Qtr 4,December,26,100.00%,White
2018,Qtr 4,December,27,100.00%,Asian
2018,Qtr 4,December,27,80.00%,Black
2018,Qtr 4,December,27,90.00%,Latino
2018,Qtr 4,December,27,100.00%,White
2018,Qtr 4,December,28,100.00%,Missing/Unknown
2018,Qtr 4,December,28,100.00%,Asian
2018,Qtr 4,December,28,100.00%,Black
2018,Qtr 4,December,28,88.89%,Latino
2018,Qtr 4,December,28,100.00%,White
2018,Qtr 4,December,31,100.00%,Missing/Unknown
2018,Qtr 4,December,31,0.00%,Asian
2018,Qtr 4,December,31,100.00%,Black
2018,Qtr 4,December,31,70.00%,Latino
2018,Qtr 4,December,31,100.00%,White
2019,Qtr 1,January,2,100.00%,Asian
2019,Qtr 1,January,2,100.00%,Black
2019,Qtr 1,January,2,88.89%,Latino
2019,Qtr 1,January,2,100.00%,White
2019,Qtr 1,January,3,100.00%,Missing/Unknown
2019,Qtr 1,January,3,100.00%,Asian
2019,Qtr 1,January,3,100.00%,Black
2019,Qtr 1,January,3,90.00%,Latino
2019,Qtr 1,January,3,100.00%,White
2019,Qtr 1,January,4,0.00%,Missing/Unknown
2019,Qtr 1,January,4,100.00%,Black
2019,Qtr 1,January,4,85.71%,Latino
2019,Qtr 1,January,4,100.00%,White
2019,Qtr 1,January,6,100.00%,Latino
2019,Qtr 1,January,7,100.00%,Missing/Unknown
2019,Qtr 1,January,7,50.00%,Asian
2019,Qtr 1,January,7,100.00%,Black
2019,Qtr 1,January,7,100.00%,Latino
2019,Qtr 1,January,7,80.00%,White
2019,Qtr 1,January,8,100.00%,Missing/Unknown
2019,Qtr 1,January,8,100.00%,Asian
2019,Qtr 1,January,8,100.00%,Black
2019,Qtr 1,January,8,73.33%,Latino
2019,Qtr 1,January,8,90.91%,White
2019,Qtr 1,January,9,0.00%,Asian
2019,Qtr 1,January,9,50.00%,Black
2019,Qtr 1,January,9,47.37%,Latino
2019,Qtr 1,January,9,45.45%,White
2019,Qtr 1,January,10,100.00%,Missing/Unknown
2019,Qtr 1,January,10,85.71%,Asian
2019,Qtr 1,January,10,54.55%,Black
2019,Qtr 1,January,10,58.82%,Latino
2019,Qtr 1,January,10,66.67%,White
2019,Qtr 1,January,11,100.00%,Asian
2019,Qtr 1,January,11,100.00%,Black
2019,Qtr 1,January,11,71.43%,Latino
2019,Qtr 1,January,11,40.00%,White
2019,Qtr 1,January,14,100.00%,Asian
2019,Qtr 1,January,14,100.00%,Black
2019,Qtr 1,January,14,83.33%,Latino
2019,Qtr 1,January,14,80.00%,White
2019,Qtr 1,January,15,100.00%,Missing/Unknown
2019,Qtr 1,January,15,50.00%,Asian
2019,Qtr 1,January,15,100.00%,Black
2019,Qtr 1,January,15,72.73%,Latino
2019,Qtr 1,January,15,57.14%,White
2019,Qtr 1,January,16,100.00%,Missing/Unknown
2019,Qtr 1,January,16,100.00%,Asian
2019,Qtr 1,January,16,75.00%,Black
2019,Qtr 1,January,16,37.50%,Latino
2019,Qtr 1,January,16,71.43%,White
2019,Qtr 1,January,17,50.00%,Missing/Unknown
2019,Qtr 1,January,17,71.43%,Asian
2019,Qtr 1,January,17,50.00%,Black
2019,Qtr 1,January,17,100.00%,Latino
2019,Qtr 1,January,17,77.78%,White
2019,Qtr 1,January,18,100.00%,Asian
2019,Qtr 1,January,18,40.00%,Black
